feature 66631;cg18984282;NCKAP5
feature 459855;cg13283635;COL9A3
feature 1097;cg22232737;CCNL2
feature 66634;cg17081914;NCKAP5
feature 394317;cg19754187;RABEP1
feature 1102;cg01399319;CCNL2
feature 1106;cg19384072;CCNL2
feature 263249;cg06658147;ZNF518A
feature 459857;cg07841132;COL9A3
feature 66653;cg08714960;null
feature 459879;cg24717964;DPH3P1
feature 132193;cg26647771;NPR3
feature 263267;cg18448570;BLNK
feature 1130;cg25769755;MRPL20
feature 132201;cg10945695;null
feature 197741;cg21762695;null
feature 459880;cg06115865;DPH3P1
feature 197747;cg07814886;null
feature 197746;cg18202127;null
feature 197751;cg02650121;null
feature 328816;cg17987059;PAN3
feature 459888;cg07645718;TCFL5
feature 66678;cg19534681;null
feature 459903;cg01565160;DIDO1
feature 66680;cg03454425;null
feature 132217;cg05645904;null
feature 459899;cg14621701;null
feature 263289;cg12801391;TLL2
feature 197758;cg05744395;null
feature 394372;cg05034432;DHX33
feature 263303;cg05545635;TLL2
feature 394370;cg15963109;DHX33
feature 263309;cg04983289;TLL2
feature 263310;cg10549018;TLL2
feature 66698;cg23640664;null
feature 1166;cg19270739;null
feature 394376;cg26230658;DHX33
feature 1167;cg21837069;VWA1
feature 459921;cg26226951;DIDO1
feature 459928;cg02461114;DIDO1
feature 328869;cg17295834;null
feature 328868;cg14909464;null
feature 263333;cg16156662;TM9SF3
feature 394405;cg15045292;LOC728392
feature 328865;cg13031171;null
feature 66725;cg01776679;null
feature 263330;cg11377397;null
feature 328867;cg08962087;null
feature 394401;cg25298039;null
feature 66730;cg21232161;MGAT5
feature 394413;cg27230784;LOC728392
feature 394410;cg08554115;LOC728392
feature 1198;cg11405695;ATAD3C
feature 263349;cg27215768;PIK3AP1
feature 1204;cg26182712;ATAD3C
feature 132279;cg09747891;ADAMTS12
feature 132277;cg18519308;ADAMTS12
feature 197812;cg02926488;KIAA0895
feature 132286;cg07832473;RXFP3
feature 197820;cg09378441;ANLN
feature 66752;cg00912580;MGAT5
feature 197824;cg18491230;ANLN
feature 66756;cg00358456;MGAT5
feature 1223;cg24687970;ATAD3C
feature 132296;cg02341815;RXFP3
feature 132297;cg02305687;RXFP3
feature 132301;cg07917609;RXFP3
feature 263381;cg03650474;LCOR
feature 66775;cg20854539;TMEM163
feature 263379;cg00556087;LCOR
feature 459998;cg27501878;BHLHE23
feature 394460;cg12964144;WSCD1
feature 394458;cg25578609;WSCD1
feature 328920;cg11947245;null
feature 263387;cg11526424;LCOR
feature 394464;cg04257841;WSCD1
feature 394478;cg04869532;WSCD1
feature 328940;cg09323793;MTUS2
feature 394484;cg18340535;WSCD1
feature 66805;cg14579516;CCNT2
feature 263409;cg12177407;SLIT1
feature 263411;cg11106262;SLIT1
feature 328956;cg06472554;MTUS2
feature 197882;cg15975151;ELMO1
feature 263419;cg12661092;SLIT1
feature 197891;cg14431020;ELMO1
feature 328965;cg13807578;MTUS2
feature 328964;cg15955521;MTUS2
feature 197895;cg17592875;ELMO1
feature 460045;cg02537382;null
feature 460044;cg13811423;null
feature 460042;cg26190686;null
feature 460041;cg04845185;null
feature 460040;cg09675824;null
feature 460054;cg04407137;null
feature 460053;cg19866811;null
feature 328977;cg13185984;MTUS2
feature 394534;cg04030486;PITPNM3
feature 197923;cg25472353;ELMO1
feature 460069;cg14898787;HAR1B
feature 394533;cg20429833;PITPNM3
feature 1316;cg16001723;TMEM240
feature 394543;cg12473340;PITPNM3
feature 1324;cg23244095;TMEM240
feature 1325;cg18114463;TMEM240
feature 263476;cg15432938;FRAT1
feature 197937;cg17213713;null
feature 132401;cg18802601;RAI14
feature 1331;cg01802295;SSU72
feature 329008;cg17798847;SLC7A1
feature 460092;cg06187750;null
feature 460089;cg03495011;null
feature 197948;cg11932205;NME8
feature 460100;cg05378861;null
feature 460099;cg00671600;null
feature 1349;cg22373622;SSU72
feature 197958;cg23569180;SFRP4
feature 1351;cg09073059;SSU72
feature 66889;cg02861082;MCM6
feature 1352;cg16277776;SSU72
feature 460109;cg08737296;MIR124-3
feature 132424;cg02683873;TTC23L
feature 132430;cg24064760;TTC23L
feature 394571;cg16536857;KIAA0753
feature 329032;cg25439867;null
feature 197971;cg21122375;SFRP4
feature 263510;cg06359132;RRP12
feature 1366;cg13431342;SSU72
feature 263507;cg13630239;RRP12
feature 329055;cg00277714;null
feature 460120;cg06660530;MIR124-3
feature 197985;cg08608193;EPDR1
feature 394597;cg07265622;C17orf100
feature 329057;cg16705097;null
feature 263520;cg27203599;RRP12
feature 394600;cg19774488;C17orf100
feature 263540;cg11940177;PGAM1
feature 66934;cg22923827;CXCR4
feature 263549;cg23426747;ZDHHC16
feature 198012;cg14266217;STARD3NL
feature 198018;cg02695349;STARD3NL
feature 132480;cg01021224;AGXT2
feature 1410;cg10600968;MIB2
feature 394626;cg06748440;SLC13A5
feature 394638;cg13545212;SLC13A5
feature 132495;cg13880228;PRLR
feature 132492;cg15122171;PRLR
feature 394644;cg06195280;XAF1
feature 460177;cg10436333;NKAIN4
feature 198043;cg07076816;null
feature 198041;cg06132400;null
feature 394653;cg20803910;XAF1
feature 1441;cg24535439;MMP23B
feature 394661;cg06091013;FBXO39
feature 394656;cg13823366;FBXO39
feature 198059;cg12996622;null
feature 198063;cg12695059;null
feature 1452;cg26660744;CDK11B
feature 263593;cg25247692;UBTD1
feature 460221;cg18857588;ARFGAP1
feature 460220;cg17062171;ARFGAP1
feature 263608;cg23287485;ANKRD2
feature 394680;cg15615160;TEKT1
feature 1474;cg25283841;null
feature 263623;cg06119296;C10orf62
feature 329167;cg11047295;HMGB1
feature 263624;cg24197051;C10orf62
feature 394698;cg07391831;ALOX12P2
feature 67021;cg03794679;null
feature 329162;cg22699084;null
feature 394710;cg14375499;ALOX12
feature 394711;cg03760483;ALOX12
feature 460245;cg21391133;COL20A1
feature 132567;cg27638727;UGT3A2
feature 460240;cg09966455;COL20A1
feature 198104;cg03465157;FAM183BP
feature 329187;cg15545871;USPL1
feature 394734;cg05952666;RNASEK
feature 198122;cg07273388;VPS41
feature 67051;cg25273027;NXPH2
feature 263656;cg07179548;PI4K2A
feature 394729;cg20216752;ALOX12
feature 67056;cg02081701;NXPH2
feature 198130;cg08037235;null
feature 460276;cg00248713;CHRNA4
feature 460275;cg22348992;CHRNA4
feature 329200;cg02318796;null
feature 67065;cg24608381;NXPH2
feature 67064;cg23302570;NXPH2
feature 132600;cg14725858;NADK2
feature 132607;cg16268429;NADK2
feature 198147;cg05746403;POU6F2
feature 263682;cg12724221;AVPI1
feature 329229;cg08003353;null
feature 329228;cg04079399;null
feature 394764;cg02329670;MIR497
feature 132623;cg26329618;RANBP3L
feature 329226;cg14822546;null
feature 460311;cg25694480;null
feature 394775;cg22975671;BCL6B
feature 67088;cg06128875;null
feature 460309;cg08038219;null
feature 263696;cg19201009;MARVELD1
feature 198166;cg22460204;POU6F2
feature 394769;cg10805819;null
feature 198171;cg02582587;POU6F2
feature 460318;cg27218892;KCNQ2
feature 329244;cg01815128;MEDAG
feature 460317;cg05165559;KCNQ2
feature 1564;cg22442180;NADK
feature 394778;cg10137837;BCL6B
feature 394779;cg00641210;BCL6B
feature 460327;cg16822191;KCNQ2
feature 460335;cg09258315;KCNQ2
feature 198185;cg19113326;POU6F2
feature 460332;cg25356393;KCNQ2
feature 67114;cg11038054;LRP1B
feature 67117;cg04458023;LRP1B
feature 460329;cg09117405;KCNQ2
feature 460328;cg16945128;KCNQ2
feature 329268;cg25303831;TEX26
feature 198199;cg25166340;YAE1D1
feature 67127;cg21484213;LRP1B
feature 329276;cg03307103;null
feature 263737;cg02363630;SFRP5
feature 198215;cg12457909;LOC646999
feature 132679;cg07394299;null
feature 329280;cg04506928;null
feature 1606;cg19083977;null
feature 329295;cg03373442;HSPH1
feature 198216;cg27071152;LOC646999
feature 67146;cg16307965;null
feature 198223;cg11621667;RALA
feature 1614;cg04902899;GNB1
feature 1615;cg26568075;GNB1
feature 329290;cg02394989;HSPH1
feature 394853;cg03354476;ASGR1
feature 198246;cg26260033;LINC00265
feature 263777;cg00627798;CRTAC1
feature 198255;cg07167308;LINC00265
feature 460395;cg26186239;EEF1A2
feature 394859;cg20752878;ASGR1
feature 460394;cg18554868;null
feature 460402;cg09500392;EEF1A2
feature 198265;cg25193384;null
feature 394872;cg04153604;DLG4
feature 460416;cg23851167;EEF1A2
feature 394890;cg19466160;DLG4
feature 460426;cg22005634;PPDPF
feature 263830;cg06821075;R3HCC1L
feature 460437;cg23342691;PTK6
feature 394900;cg06421614;DLG4
feature 394899;cg23153707;DLG4
feature 394897;cg02399571;DLG4
feature 460445;cg12983285;PTK6
feature 329368;cg12376772;EEF1DP3
feature 460441;cg21484834;PTK6
feature 460440;cg13520525;PTK6
feature 394905;cg12228229;DLG4
feature 1699;cg07419586;null
feature 329376;cg22593432;null
feature 460450;cg24480577;PTK6
feature 394915;cg25521963;DLG4
feature 460471;cg00264500;C20orf195
feature 394933;cg23938329;DVL2
feature 329392;cg16995086;FRY
feature 1718;cg06937595;null
feature 67259;cg14807945;ZEB2
feature 67258;cg06063479;ZEB2
feature 198335;cg07626366;null
feature 460475;cg17222046;null
feature 1724;cg24315049;null
feature 1726;cg15833286;null
feature 198336;cg18202205;null
feature 329411;cg05918473;ZAR1L
feature 67277;cg23095192;ZEB2
feature 132815;cg00128057;null
feature 132823;cg00076538;EGFLAM
feature 1753;cg22619719;CFAP74
feature 329436;cg16725191;BRCA2
feature 1756;cg04395167;CFAP74
feature 394968;cg11209279;GABARAP
feature 263924;cg17508300;HPSE2
feature 329460;cg01373189;N4BP2L1
feature 460532;cg06363034;GMEB2
feature 198388;cg16881064;INHBA-AS1
feature 263932;cg09511126;HPSE2
feature 132857;cg09179916;EGFLAM
feature 132865;cg25224048;null
feature 329478;cg24343594;null
feature 132868;cg04479876;LIFR
feature 460559;cg15559186;STMN3
feature 198410;cg22138096;INHBA-AS1
feature 1802;cg26424079;CFAP74
feature 263944;cg15610020;HPSE2
feature 1805;cg26067203;CFAP74
feature 263945;cg10580473;HPSE2
feature 263946;cg03388193;HPSE2
feature 198412;cg04512129;null
feature 460552;cg15212369;STMN3
feature 132880;cg20699036;LIFR
feature 198417;cg02998075;null
feature 1814;cg09021225;null
feature 329501;cg11668133;null
feature 329500;cg19133973;null
feature 1818;cg17854471;GABRD
feature 67359;cg07931608;null
feature 263962;cg01968793;CNNM1
feature 460581;cg13861908;RTEL1
feature 198437;cg11364256;GLI3
feature 67366;cg17338146;null
feature 132907;cg22588983;null
feature 132908;cg04138103;null
feature 263979;cg03991369;GOT1
feature 198449;cg08828787;GLI3
feature 329520;cg02441765;KL
feature 198458;cg22289763;GLI3
feature 198457;cg11867461;GLI3
feature 329531;cg08416394;null
feature 264004;cg00674004;null
feature 264005;cg09254322;null
feature 329536;cg17181336;STARD13
feature 460622;cg26005165;ZGPAT
feature 264020;cg27210464;null
feature 329559;cg24129390;STARD13
feature 264016;cg23904955;null
feature 264018;cg07044859;null
feature 67420;cg02392064;null
feature 132963;cg22437221;FYB
feature 264039;cg10377903;null
feature 264032;cg23319285;null
feature 264034;cg04972745;null
feature 329570;cg12939797;STARD13
feature 132970;cg13703437;FYB
feature 395118;cg19039291;NEURL4
feature 198507;cg26557756;GLI3
feature 395116;cg04821375;NEURL4
feature 67435;cg00532455;ACVR2A
feature 395117;cg08793894;NEURL4
feature 1900;cg05463656;PRKCZ
feature 329599;cg13583316;null
feature 1915;cg11758127;PRKCZ
feature 1916;cg17815669;PRKCZ
feature 198527;cg00027114;null
feature 264057;cg19122901;NKX2-3
feature 198525;ch.7.42690727F;null
feature 264059;cg13754259;NKX2-3
feature 329600;cg14698932;null
feature 198538;cg17399143;null
feature 264072;cg19489503;null
feature 1933;cg14418633;PRKCZ
feature 1934;cg03001333;PRKCZ
feature 1938;cg14171824;PRKCZ
feature 395157;cg26144202;KCTD11
feature 264082;cg05778706;SLC25A28
feature 460688;cg16737517;ZBTB46
feature 264088;cg08973675;SLC25A28
feature 133023;cg08294136;null
feature 1952;cg23820589;PRKCZ
feature 133027;cg21236090;null
feature 329635;cg22124136;RFC3
feature 198577;cg00365680;MRPL32
feature 264118;cg20313873;ENTPD7
feature 329649;cg21312482;RFC3
feature 395199;cg10651007;PLSCR3
feature 1984;cg18888671;PRKCZ
feature 67520;cg21742923;KIF5C
feature 67529;cg08808720;KIF5C
feature 395212;cg17184392;TMEM256
feature 460747;cg10797920;TPD52L2
feature 133071;cg23164327;TTC33
feature 67535;cg10664112;KIF5C
feature 67537;cg06118384;KIF5C
feature 460758;cg12730202;TPD52L2
feature 395220;cg15660077;NLGN2
feature 2002;cg09322616;PRKCZ
feature 133077;cg02732358;TTC33
feature 329693;cg21392204;NBEA
feature 395225;cg08870143;NLGN2
feature 329700;cg02340053;NBEA
feature 395235;cg25617307;NLGN2
feature 198629;cg00725654;HECW1
feature 329699;cg00944193;NBEA
feature 395245;cg08568447;C17orf74
feature 67564;cg24027965;LYPD6B
feature 2030;cg15481172;PRKCZ
feature 460790;cg23415176;DNAJC5
feature 2036;cg24557048;PRKCZ
feature 329727;cg04916802;null
feature 198655;cg04217380;HECW1
feature 2046;cg16048006;PRKCZ
feature 198653;cg04734957;HECW1
feature 264187;cg04359915;CPN1
feature 133117;cg09527301;CARD6
feature 67586;cg25878149;null
feature 198663;cg10835986;HECW1
