feature 213542;cg04665838;ZNF212
feature 33319;cg19261127;VANGL2
feature 262700;cg05193369;CYP26C1
feature 16937;cg15123881;CITED4
feature 426540;cg01102013;DAZAP1
feature 246313;cg01120874;FIBCD1
feature 295471;cg08427067;null
feature 311860;cg22747076;HOXC4
feature 377399;cg16678467;CACNG3
feature 148023;cg20168709;NPM1
feature 16950;cg13472192;null
feature 279101;cg16014606;MRVI1
feature 426552;cg13996397;DAZAP1
feature 66111;cg26820055;ARHGEF4
feature 426567;cg01863319;DAZAP1
feature 33351;cg01710351;SLAMF1
feature 583;cg15822328;null
feature 584;cg19925558;null
feature 361036;cg04438661;null
feature 311886;cg02021442;FLJ12825
feature 426573;cg23311195;DAZAP1
feature 49739;cg00040322;null
feature 361035;cg17383853;null
feature 475721;cg20034238;DMD
feature 66135;cg26382586;ARHGEF4
feature 442960;cg09542063;NECTIN2
feature 475728;cg15954878;DMD
feature 393820;cg06618629;SPNS2
feature 426589;cg10736337;RPS15
feature 475739;cg04535803;null
feature 311896;cg09765906;FLJ12825
feature 213601;cg16966315;null
feature 295534;cg23912098;MAML2
feature 311924;cg16345213;null
feature 180851;cg13640626;MOXD1
feature 246384;cg01185470;null
feature 164465;cg24025008;VARS
feature 311927;cg15344914;null
feature 98934;cg20566970;null
feature 246394;cg03372736;PLPP7
feature 180863;cg02068351;STX7
feature 180861;cg17201227;STX7
feature 410246;cg19354750;ACE
feature 344708;cg20004175;SGPP1
feature 197249;cg02959486;null
feature 426627;cg06346838;APC2
feature 230022;cg01962077;FABP5
feature 393857;cg03835038;null
feature 377486;cg08067346;ARHGAP17
feature 66191;cg14045450;null
feature 426646;cg16613938;APC2
feature 180886;cg23887102;TAAR6
feature 98965;cg10343742;SOX14
feature 180887;cg06374472;TAAR6
feature 426640;cg08958549;APC2
feature 262812;cg25314624;CEP55
feature 49816;cg19203065;E2F6
feature 344729;cg16725974;SYNE2
feature 148125;cg03564931;FBXW11
feature 361125;cg06240173;RPS27L
feature 262821;cg24249916;FFAR4
feature 148131;cg04973915;FBXW11
feature 197291;cg24386135;null
feature 393898;cg04492459;null
feature 49837;cg22811233;null
feature 82607;cg02725398;PRRT3
feature 344746;cg10018167;SYNE2
feature 262836;cg09488203;FFAR4
feature 279222;cg14158968;GALNT18
feature 82614;cg05833158;PRRT3
feature 66232;cg07022640;null
feature 213692;cg11069470;null
feature 230081;cg16748413;null
feature 344768;cg09268963;SYNE2
feature 213706;cg08131100;KRBA1
feature 262858;cg19635695;PDE6C
feature 33490;cg03166324;NECTIN4
feature 344791;cg19583967;ESR2
feature 197328;cg06312848;KBTBD2
feature 213723;cg25793051;null
feature 377560;cg07976787;null
feature 246494;cg14335142;null
feature 734;cg06097659;TNFRSF18
feature 99045;cg14775286;DZIP1L
feature 747;cg15924570;null
feature 17132;cg06793600;HIVEP3
feature 344811;cg20934265;MTHFD1
feature 475895;cg03523884;null
feature 17136;cg26331625;HIVEP3
feature 82674;cg13047869;FANCD2OS
feature 82679;cg18621852;FANCD2OS
feature 459519;cg09831553;LAMA5
feature 393982;cg18056600;ZMYND15
feature 262909;cg13361703;SLC35G1
feature 33531;cg19588863;DEDD
feature 33533;cg27229962;DEDD
feature 17150;cg16549694;HIVEP3
feature 443138;cg18585988;NKPD1
feature 180998;cg21390624;EYA4
feature 279297;cg13259205;DKK3
feature 312076;cg20967139;ZNF385A
feature 475916;cg14052945;LANCL3
feature 393994;cg06254214;ZMYND15
feature 295688;cg05812171;null
feature 377611;cg04172166;null
feature 66321;cg11467141;null
feature 377620;cg00241076;null
feature 181011;cg02446647;EYA4
feature 328470;cg22337132;RPL21
feature 164630;cg19850535;HSPA1L
feature 213782;cg06739774;ZNF862
feature 66328;cg13687837;null
feature 164632;cg16699174;HSPA1A
feature 66331;cg01430692;null
feature 377637;cg00636124;KDM8
feature 181024;cg06132028;EYA4
feature 213799;cg24844785;ZNF862
feature 295712;cg04819714;null
feature 213796;cg24395016;ZNF862
feature 33575;cg16897415;USP21
feature 66342;cg20191959;null
feature 49960;cg00593717;LPIN1
feature 115502;cg02196651;LNX1
feature 328501;cg08008475;null
feature 230195;cg21163701;RALYL
feature 328497;cg13755630;null
feature 312125;cg24020814;PDE1B
feature 410426;cg04367190;SMARCD2
feature 181055;cg17736819;EYA4
feature 115521;cg14833626;null
feature 377670;cg09902332;NSMCE1
feature 279360;cg27135113;MICALCL
feature 99141;cg22907952;MRAS
feature 33609;cg04436964;NDUFS2
feature 148297;cg22675956;SH3PXD2B
feature 33612;cg04263215;NDUFS2
feature 33613;cg07354440;NDUFS2
feature 312138;cg13128117;PPP1R1A
feature 344906;cg23092040;null
feature 17234;cg17739643;GUCA2A
feature 50004;cg25737891;null
feature 66390;cg18969312;null
feature 82777;cg00856825;GHRL
feature 410461;cg16885093;CSHL1
feature 181086;cg11417496;LINC01312
feature 131934;cg12642207;null
feature 476007;cg09850561;TSPAN7
feature 328550;cg11588787;LNX2
feature 131946;cg11496061;null
feature 181098;cg26953727;null
feature 82795;cg04943357;SEC13
feature 476013;cg14071112;TSPAN7
feature 361326;cg22189150;FAM96A
feature 197484;cg03533005;BMPER
feature 410487;cg03917100;SCN4A
feature 197488;cg13973813;BMPER
feature 115570;cg12881854;null
feature 164726;cg02522311;C6orf48
feature 377726;cg07996615;GTF3C1
feature 33659;cg17028814;NR1I3
feature 377721;cg01034813;GTF3C1
feature 33665;cg01425967;PCP4L1
feature 99202;cg25201910;FAIM
feature 361347;cg00364357;SNX22
feature 476033;cg08327960;MID1IP1
feature 66438;cg14691596;ANKRD30BL
feature 33672;cg26230851;PCP4L1
feature 361359;cg23071107;SNX22
feature 33675;cg10896862;MPZ
feature 328590;cg11508413;GSX1
feature 328585;cg02067712;null
feature 148375;cg13412545;null
feature 328605;cg20084504;null
feature 328602;cg21851351;GSX1
feature 410533;cg23556715;ICAM2
feature 410530;cg12793803;ICAM2
feature 246695;cg05001389;GFI1B
feature 443296;cg23661204;CD3EAP
feature 33702;cg00339687;null
feature 148394;cg17429424;DUSP1
feature 66478;cg23883265;null
feature 312235;cg18770739;OR10P1
feature 263092;cg25783610;SORBS1
feature 197555;cg05399607;NPSR1-AS1
feature 17331;cg18382599;PPIH
feature 361394;cg19839691;KIAA0101
feature 99254;cg15779737;null
feature 426942;cg12963261;ONECUT3
feature 132027;cg05708512;null
feature 263096;cg03417182;SORBS1
feature 328645;cg19737787;null
feature 164801;cg22672830;NEU1
feature 33732;cg22730047;null
feature 263105;cg06282596;SORBS1
feature 33734;cg19240319;null
feature 148420;cg08452061;DUSP1
feature 426958;cg10640845;ONECUT3
feature 33736;cg27566812;null
feature 263112;cg11028075;SORBS1
feature 33745;cg24422489;FCGR2A
feature 82899;cg19764594;LINC00606
feature 312278;cg24885556;ITGA7
feature 426960;cg20711812;ONECUT3
feature 328658;cg04633225;PDX1
feature 443354;cg19419246;null
feature 82908;cg21123160;SLC6A11
feature 132063;cg05149498;PDZD2
feature 17374;cg11856487;P3H1
feature 50147;cg04072270;null
feature 115691;cg18836493;KIT
feature 459755;cg08678514;NTSR1
feature 66543;cg15833099;GPR39
feature 66542;cg12311815;GPR39
feature 197616;cg12467749;TBX20
feature 476148;cg04751297;BCOR
feature 214000;cg15900320;LOC728743
feature 295920;cg13759446;MMP1
feature 99319;cg10362172;null
feature 99318;cg25503903;null
feature 312312;cg05384275;CD63
feature 197628;cg22051964;null
feature 1023;cg07313814;DVL1
feature 345093;cg11863573;null
feature 164867;cg00123181;SLC44A4
feature 99330;cg03772909;PRR23A
feature 263175;cg04276302;null
feature 263180;cg15761364;ENTPD1
feature 115721;cg11505338;KDR
feature 99339;cg16359799;PRR23B
feature 295951;cg03331229;MMP13
feature 394248;cg04974290;null
feature 328714;cg09508668;null
feature 443415;cg10717906;VASP
feature 33809;cg04567009;FCGR3B
feature 328726;cg26677584;CDX2
feature 99349;cg06508738;PRR23C
feature 99348;cg02930239;PRR23C
feature 410643;cg16315992;DDX5
feature 246804;cg24267699;ABO
feature 50204;cg22157099;null
feature 328728;cg02550231;CDX2
feature 345114;cg23557426;FUT8
feature 328730;cg07213036;CDX2
feature 263195;cg18054998;ENTPD1
feature 33828;cg18884942;FCRLA
feature 295968;cg11222622;DCUN1D5
feature 328736;cg07311313;CDX2
feature 410659;cg06939235;CEP95
feature 427055;cg05006231;null
feature 33836;cg18889147;FCRLB
feature 164914;cg15821546;SLC44A4
feature 230449;cg10222925;DCAF4L2
feature 410676;cg16357768;SMURF2
feature 246832;cg01605984;SNORD24
feature 377904;cg04962026;APOBR
feature 164922;cg27005847;SLC44A4
feature 394300;cg17047734;ZNF594
feature 328762;cg09781827;URAD
feature 427073;cg00578719;KLF16
feature 115787;cg16918161;PDCL2
feature 66634;cg17081914;NCKAP5
feature 476235;cg06948553;BCOR
feature 1102;cg01399319;CCNL2
feature 427081;cg14707187;null
feature 1106;cg19384072;CCNL2
feature 443477;cg19874095;EML2
feature 427093;cg02926347;ABHD17A
feature 17492;cg20282814;SLC2A1
feature 164948;cg07266533;EHMT2
feature 312411;cg20051772;DGKA
feature 410726;cg04282206;PLEKHM1P1
feature 132193;cg26647771;NPR3
feature 148582;cg19923650;NKX2-5
feature 410720;cg09824406;PLEKHM1P1
feature 476270;cg17296858;null
feature 132201;cg10945695;null
feature 312424;cg25416125;DGKA
feature 361577;cg16992257;SPG21
feature 476266;cg12116395;ATP6AP2
feature 312425;cg07679948;DGKA
feature 377963;cg18530748;SULT1A1
feature 296042;cg12027636;PDGFD
feature 197741;cg21762695;null
feature 197746;cg18202127;null
feature 459893;cg11118665;TCFL5
feature 230512;cg15230164;null
feature 328816;cg17987059;PAN3
feature 296060;cg20541779;CASP12
feature 66680;cg03454425;null
feature 443519;cg00283662;null
feature 83067;cg03182000;VGLL4
feature 132217;cg05645904;null
feature 427133;cg23957800;SCAMP4
feature 459899;cg14621701;null
feature 263289;cg12801391;TLL2
feature 197758;cg05744395;null
feature 148605;cg09143673;null
feature 66691;cg27525248;null
feature 197768;cg23194596;EEPD1
feature 263304;cg20142018;TLL2
feature 1167;cg21837069;VWA1
feature 99472;cg00134776;CLSTN2
feature 83092;cg26283222;VGLL4
feature 476305;cg00203804;LOC100132831
feature 459921;cg26226951;DIDO1
feature 1180;cg09843049;VWA1
feature 99487;cg15971629;CLSTN2
feature 328868;cg14909464;null
feature 83107;cg19149463;VGLL4
feature 378022;cg10098582;SH2B1
feature 246950;cg14554880;null
feature 328867;cg08962087;null
feature 312492;cg00026033;IKZF4
feature 312493;cg20054248;IKZF4
feature 394413;cg27230784;LOC728392
feature 394410;cg08554115;LOC728392
feature 427191;cg06470424;CSNK1G2
feature 17588;cg12078033;TMEM125
feature 132279;cg09747891;ADAMTS12
feature 246971;cg14284797;SARDH
feature 132283;cg08709576;RXFP3
feature 181438;cg01544877;BCLAF1
feature 230590;cg18335796;CALB1
feature 83135;cg05658707;VGLL4
feature 181437;cg21889703;BCLAF1
feature 328900;cg22681772;SLC46A3
feature 1218;cg20951194;ATAD3C
feature 443587;cg27181142;SIX5
feature 427200;cg07696985;CSNK1G2
feature 296140;cg20306837;GRIA4
feature 132297;cg02305687;RXFP3
feature 361678;cg11093760;CILP
feature 443595;cg17364076;SIX5
feature 132301;cg07917609;RXFP3
feature 165074;cg07723114;EHMT2
feature 17617;cg03971454;TIE1
feature 312533;cg09011597;PA2G4
feature 1234;cg06377929;ATAD3B
feature 1238;cg03041700;ATAD3B
feature 83161;cg22826718;VGLL4
feature 50392;cg22762189;MSGN1
feature 394458;cg25578609;WSCD1
feature 328920;cg11947245;null
feature 279770;cg06796866;CALCA
feature 296164;cg11425254;MSANTD4
feature 247011;cg14499274;VAV2
feature 427236;cg26498966;MKNK2
feature 394464;cg04257841;WSCD1
feature 165096;cg11127603;EHMT2
feature 99562;cg00908291;SPSB4
feature 476396;cg22223709;PPP1R2P9
feature 50412;cg01555853;KCNS3
feature 443627;cg14017460;DMWD
feature 394473;cg20539816;WSCD1
feature 410867;cg16352624;AXIN2
feature 328956;cg06472554;MTUS2
feature 197882;cg15975151;ELMO1
feature 99583;cg20354777;SPSB4
feature 247036;cg14308466;VAV2
feature 197891;cg14431020;ELMO1
feature 148738;cg26366830;BOD1
feature 328964;cg15955521;MTUS2
feature 345350;cg21861211;ZFYVE26
feature 296195;cg09213347;AASDHPPT
feature 378125;cg02358434;SPNS1
feature 410895;cg18091269;CEP112
feature 410893;cg16247184;CEP112
feature 34059;cg04851348;CCDC190
feature 378120;cg10329001;SPNS1
feature 460040;cg09675824;null
feature 115982;cg19570775;null
feature 148752;cg14524724;null
feature 476436;cg05605944;MAOB
feature 296221;cg12800047;GUCY1A2
feature 312605;cg07682937;MYL6B
feature 247070;cg13799898;VAV2
feature 361755;cg24118197;IGDCC4
feature 279834;cg01406482;INSC
feature 476440;cg22612743;NDP
feature 394534;cg04030486;PITPNM3
feature 50466;cg04391048;NT5C1B
feature 460069;cg14898787;HAR1B
feature 378144;cg03662014;RRN3P2
feature 50469;cg03897607;NT5C1B
feature 148773;cg15534212;null
feature 17704;cg21387147;SZT2
feature 1324;cg23244095;TMEM240
feature 1325;cg18114463;TMEM240
feature 410932;cg00050312;PRKCA
feature 427316;cg21550896;IZUMO4
feature 197943;cg23701676;null
feature 329008;cg17798847;SLC7A1
feature 460081;cg21312383;null
feature 116023;cg22637431;null
feature 460092;cg06187750;null
feature 263481;cg03028685;FRAT1
feature 460089;cg03495011;null
feature 197948;cg11932205;NME8
feature 345413;cg09388160;RAD51B
feature 460100;cg05378861;null
feature 378177;cg09039112;null
feature 460099;cg00671600;null
feature 230724;cg04350120;RUNX1T1
feature 1352;cg16277776;SSU72
feature 17736;cg18815355;PTPRF
feature 50505;cg01458336;null
feature 148808;cg17547875;null
feature 427340;cg00446003;AP3D1
feature 427341;cg01634758;AP3D1
feature 443722;cg15621297;MYPOP
feature 476501;cg18754842;KDM6A
feature 230742;cg03760919;RUNX1T1
feature 312676;cg04005793;NABP2
feature 296294;cg21092834;LOC643923
feature 378209;cg07505478;null
feature 17764;cg15482928;PTPRF
feature 312684;cg23759554;ANKRD52
feature 460142;cg17364922;YTHDF1
feature 263540;cg11940177;PGAM1
feature 34161;cg11514338;PBX1
feature 50545;cg06530338;null
feature 263536;cg23923462;PGAM1
feature 378237;cg09345153;null
feature 312702;cg10806510;COQ10A
feature 247161;cg14321284;null
feature 99707;cg08938462;RNF7
feature 34173;cg04869770;PBX1
feature 34174;cg24477315;PBX1
feature 296314;cg16476427;SLN
feature 230786;cg25368103;null
feature 132480;cg01021224;AGXT2
feature 116098;cg15924566;IGFBP7
feature 378243;cg26639730;null
feature 411022;cg00515242;CACNG5
feature 411019;cg16596106;null
feature 214413;cg01704862;TMUB1
feature 329099;cg18714586;KATNAL1
feature 345482;cg16094511;C14orf181
feature 165266;cg11099586;NELFE
feature 394644;cg06195280;XAF1
feature 460177;cg10436333;NKAIN4
feature 411032;cg22285671;null
feature 1441;cg24535439;MMP23B
feature 116131;cg17932096;null
feature 394661;cg06091013;FBXO39
feature 378273;cg01719179;null
feature 361890;cg27447131;MEGF11
feature 148906;cg17156565;MSX2
feature 165291;cg23088456;SKIV2L
feature 296365;cg07979752;CUL5
feature 329135;cg14150115;null
feature 230825;cg03272066;null
feature 247208;cg13425135;RXRA
feature 198063;cg12695059;null
feature 378292;cg08254842;SNX29P2
feature 230834;cg21074058;null
feature 230843;cg03186975;null
feature 165307;cg02105247;SKIV2L
feature 460220;cg17062171;ARFGAP1
feature 165308;cg06336221;SKIV2L
feature 345531;cg00739471;ACTN1
feature 214466;cg23955575;AGAP3
feature 214465;cg26949393;AGAP3
feature 1474;cg25283841;null
feature 165318;cg25282037;SKIV2L
feature 329152;cg08542640;null
feature 378307;cg01161629;null
feature 34248;cg26070020;LMX1A
feature 329167;cg11047295;HMGB1
feature 394698;cg07391831;ALOX12P2
feature 443850;cg15039853;IGFL1
feature 361928;cg10081086;MEGF11
feature 394710;cg14375499;ALOX12
feature 361937;cg02593958;MEGF11
feature 132567;cg27638727;UGT3A2
feature 460240;cg09966455;COL20A1
feature 427486;cg21491915;OAZ1
feature 165346;cg15965006;STK19
feature 165351;cg23945481;STK19
feature 148970;cg05898591;null
feature 83432;cg09645699;IQSEC1
feature 427500;cg07352691;C19orf35
feature 214504;cg22431967;ASB10
feature 280041;cg03198203;PLEKHA7
feature 165359;cg20194050;STK19
feature 394729;cg20216752;ALOX12
feature 1521;cg12048375;CDK11A
feature 50675;cg27582563;null
feature 411123;cg00746864;PITPNC1
feature 198132;cg20337384;null
feature 116217;cg22671986;ADGRL3
feature 460287;cg01743841;CHRNA4
feature 67064;cg23302570;NXPH2
feature 443898;cg19463256;CCDC8
feature 17916;cg00014900;DPH2
feature 443899;cg19747604;CCDC8
feature 181756;cg21309351;ARFGEF3
feature 17918;cg12079362;ATP6V0B
feature 148994;cg17647431;SFXN1
feature 280069;ch.11.17063585R;null
feature 67075;cg21559154;null
feature 83459;cg19769521;IQSEC1
feature 1539;cg20612964;SLC35E2B
feature 443905;cg03576469;CCDC8
feature 230923;cg07264586;null
feature 116233;cg18903398;null
feature 411151;cg27180671;PITPNC1
feature 443914;cg01999026;null
feature 329226;cg14822546;null
feature 230931;cg16099476;PDP1
feature 460311;cg25694480;null
feature 394775;cg22975671;BCL6B
feature 198166;cg22460204;POU6F2
feature 198171;cg02582587;POU6F2
feature 83481;cg13878677;IQSEC1
feature 312862;cg25282083;BAZ2A
feature 362011;cg16330965;SNAPC5
feature 17950;cg22816909;B4GALT2
feature 460327;cg16822191;KCNQ2
feature 476708;cg06691299;CDK16
feature 116260;cg25798792;EPHA5
feature 99879;cg27409991;null
feature 214571;cg12616484;CHPF2
feature 460335;cg09258315;KCNQ2
feature 132651;cg20646491;SLC1A3
feature 263726;cg09542745;SFRP5
feature 460329;cg09117405;KCNQ2
feature 17968;cg01812047;SLC6A9
feature 50737;cg17125688;RHOB
feature 362039;cg15166050;LCTL
feature 214577;cg12926839;CHPF2
feature 312886;cg16067781;ATP5B
feature 214576;cg18476993;null
feature 99892;cg00970325;PAQR9
