feature 28884;cg26329816;null
feature 118996;cg03658557;BMPR1B
feature 69848;ch.2.3504351F;null
feature 393436;cg06470149;CTNS
feature 426203;cg10569027;SBNO2
feature 114910;cg22798201;GABRA4
feature 127198;cg26402435;null
feature 315611;cg24734184;PPP1R12A
feature 368871;cg26768318;ADAMTS17
feature 200935;cg19595886;null
feature 270560;cg04847825;null
feature 73958;cg05774672;FZD5
feature 332015;cg06659380;WDFY2
feature 286958;cg19458497;ATL3
feature 221422;cg25651129;null
feature 319723;cg04456029;DTX1
feature 82165;cg09719124;LMCD1
feature 86261;cg03825810;SCN11A
feature 454910;cg11320187;MYH7B
feature 86265;cg23462788;SCN11A
feature 323837;cg27137084;TMEM132C
feature 61689;cg20666917;KIAA1211L
feature 61690;cg11636504;KIAA1211L
feature 37121;cg26795702;null
feature 291079;cg01948223;null
feature 393474;cg06468454;P2RX5
feature 37126;cg24351427;null
feature 270595;cg06996389;null
feature 45320;cg15031661;FMN2
feature 344333;cg00779065;null
feature 237835;cg01529149;FAM83H
feature 241930;cg21237586;null
feature 143624;cg06883126;null
feature 446730;cg25261331;SIGLEC9
feature 413962;cg19422205;SEPT9
feature 270600;cg18601466;null
feature 446728;cg20681626;SIGLEC9
feature 442632;cg23339936;ZNF221
feature 446740;cg00833257;SIGLEC7
feature 360722;cg21241560;RORA
feature 311582;cg01524278;null
feature 237855;cg14488605;null
feature 348443;cg20276874;PSMC1
feature 139548;cg06548710;TRIM36
feature 65825;cg19610253;CCDC74B
feature 356644;cg03319887;null
feature 37153;cg18221016;HMCN1
feature 356647;cg25735648;null
feature 213284;cg21475065;CNTNAP2
feature 8488;cg17965764;DDI2
feature 483629;cg00812634;FMR1NB
feature 377135;cg16508627;HS3ST2
feature 78127;cg02085794;ARL4C
feature 229677;cg02529685;ZFHX4
feature 37167;cg24505619;PRG4
feature 434487;cg16860821;TECR
feature 172342;cg04432695;FRS3
feature 119092;cg14454094;RAP1GDS1
feature 160053;cg09427030;PPP1R11
feature 201018;cg14644941;LOC100287834
feature 69948;cg08754268;RAPGEF4
feature 237886;cg22032812;null
feature 360760;cg16964728;RORA
feature 434488;cg21511523;TECR
feature 16705;cg18124737;TMCO2
feature 438596;cg00515457;null
feature 336198;cg03680250;ANKRD10
feature 471360;cg05150697;null
feature 102729;cg13135462;NCEH1
feature 188744;cg27418434;PRKAR1B
feature 282958;cg06997305;null
feature 123212;cg14266527;LRBA
feature 336203;cg06540715;ANKRD10
feature 242003;cg13840239;null
feature 188755;cg13577076;PRKAR1B
feature 90451;cg18571112;SFMBT1
feature 237909;cg17198369;SCRIB
feature 303442;cg01093885;CCND2
feature 225621;cg14284618;TACC1
feature 57687;cg14811806;null
feature 151893;cg21223521;LINC01622
feature 123226;cg01012445;LRBA
feature 94554;cg16259931;MORC1
feature 176478;cg09259037;TBX18
feature 237918;cg09549649;SCRIB
feature 110943;cg08695418;null
feature 352609;cg03575199;KIF26A
feature 147812;cg22733438;null
feature 225643;cg04142296;PLEKHA2
feature 213355;cg25042258;CUL1
feature 365;cg17021880;AGRN
feature 8558;cg00296458;TMEM82
feature 250220;cg02887530;ADARB2
feature 106862;cg18005867;ZNF876P
feature 471414;cg23570378;RRP7A
feature 20849;cg08123701;DAB1
feature 86384;cg13444374;null
feature 29042;cg00977827;null
feature 20850;cg17461600;DAB1
feature 221552;cg09768257;NEIL2
feature 287088;cg00356723;NAA40
feature 143732;cg03335262;PCDHB17P
feature 303474;cg08620636;TIGAR
feature 237940;cg08996502;SCRIB
feature 385394;cg05389731;BCAR1
feature 201083;cg02850546;null
feature 287100;cg26931872;NAA40
feature 348548;cg18498263;TTC7B
feature 295302;cg04552585;null
feature 250240;cg14556787;ADARB2
feature 307584;cg23950454;DDX11
feature 377216;cg03856411;COG7
feature 53639;cg20957316;SRSF7
feature 323980;cg17157798;TMEM132D
feature 110985;cg10996816;null
feature 323981;cg08546107;TMEM132D
feature 127371;cg16575125;PLEKHG4B
feature 217481;cg06621425;PTPRN2
feature 323983;cg17718276;TMEM132D
feature 303496;cg10155026;FGF6
feature 217491;cg01679225;PTPRN2
feature 360852;cg01184271;C2CD4B
feature 352663;cg09578794;null
feature 299409;cg14530143;null
feature 65943;cg21940081;IMP4
feature 29082;cg24854435;LOC388692
feature 127387;cg03553576;LRRC14B
feature 250265;cg23631669;ADARB2
feature 246168;cg06289583;null
feature 332184;cg14645546;VPS36
feature 323995;cg19790509;TMEM132D
feature 156061;cg06532268;null
feature 324006;cg19070138;TMEM132D
feature 20898;cg06710648;DAB1
feature 270752;cg07810282;TCERG1L
feature 29096;cg21582695;null
feature 197034;cg08913410;null
feature 393647;cg21809093;ATP2A3
feature 143790;cg05941060;PCDHB9
feature 324009;cg09044656;TMEM132D
feature 78252;cg05361673;SH3BP4
feature 438710;cg18554976;FXYD1
feature 98739;cg05261893;EPHB1
feature 151984;cg13728003;null
feature 463284;cg15236484;null
feature 160177;cg15448721;RNF39
feature 459187;cg10754505;CDH4
feature 201145;cg13388277;ZNF727
feature 143801;cg20649716;PCDHB10
feature 184767;cg10634217;TCP1
feature 197053;cg26560895;INMT
feature 438713;cg05247914;FXYD1
feature 4544;cg00600854;null
feature 45504;cg00309178;EXO1
feature 78272;cg14127046;null
feature 397767;cg19636308;FLCN
feature 459205;cg16928869;CDH4
feature 16834;cg03017091;RIMS3
feature 324038;cg13123585;TMEM132D
feature 459202;cg13872307;CDH4
feature 147909;cg17782848;KCNIP1
feature 246212;cg13931725;null
feature 61897;cg03393607;AFF3
feature 446924;cg08461949;null
feature 201167;cg20164601;null
feature 164302;cg21091985;null
feature 4556;cg01150351;null
feature 82382;cg11084334;LHFPL4
feature 37327;cg05374271;RGS2
feature 29136;cg27512510;null
feature 270806;cg20586076;null
feature 291281;cg10287485;null
feature 188884;cg25062951;DNAAF5
feature 172500;cg19489494;GUCA1A
feature 270812;cg24344693;null
feature 344540;cg18973778;SNAPC1
feature 315870;cg25800765;ALX1
feature 418269;cg07531398;OGFOD3
feature 324063;cg06412555;null
feature 78301;cg24768561;AGAP1
feature 365019;cg08321268;CHRNB4
feature 385498;cg03858460;CHST5
feature 61920;cg10081994;LONRF2
feature 324068;cg17450075;null
feature 29155;cg20300343;null
feature 373219;cg05461841;ZG16B
feature 315874;cg25678815;ALX1
feature 422369;cg06629130;null
feature 139752;cg09494876;null
feature 270830;cg25524464;null
feature 270824;cg25460281;null
feature 418282;cg09944012;OGFOD3
feature 405992;cg27244773;ARHGAP27
feature 78318;cg23337031;AGAP1
feature 483816;cg16488754;MTMR1
feature 434678;cg15205568;NOTCH3
feature 442868;cg07455685;PVR
feature 377335;cg00584422;ERN2
feature 434677;cg01643250;NOTCH3
feature 332275;cg07847863;PCDH8
feature 45558;cg17150265;PLD5
feature 225781;cg18448614;null
feature 188916;cg22881834;null
feature 29175;cg08636083;HIST2H2BF
feature 61943;cg18845236;CHST10
feature 61944;cg20147389;CHST10
feature 397820;cg07551230;null
feature 233983;cg20890440;FER1L6
feature 53756;cg01156394;null
feature 332283;cg27360326;PCDH8
feature 451078;cg03037969;SNPH
feature 446978;cg17657179;HAS1
feature 332289;cg16027761;PCDH8
feature 295427;cg11378101;ENDOD1
feature 168453;cg17790159;COL11A2
feature 143877;cg23338029;PCDHB19P
feature 193035;cg09518219;TNRC18
feature 193032;cg03361346;TNRC18
feature 193038;cg06898168;TNRC18
feature 168463;cg06924878;COL11A2
feature 33293;cg26875665;NHLH1
feature 303625;cg22669120;KCNA1
feature 352779;cg13819319;null
feature 143884;cg24951286;PCDHB15
feature 168464;cg23945333;COL11A2
feature 197142;cg21619594;ADCYAP1R1
feature 324114;cg26430081;null
feature 369170;cg25731553;null
feature 377372;cg09108394;PRKCB
feature 221721;cg06872010;FAM66A
feature 164376;cg10158997;VWA7
feature 4636;cg24694502;AJAP1
feature 164383;cg00848392;VWA7
feature 147999;cg19861741;null
feature 328218;cg26153234;ATP8A2
feature 78376;cg12436738;AGAP1
feature 406061;cg09234465;null
feature 102957;cg18475969;null
feature 385577;cg07649992;null
feature 254513;cg23025804;SVIL
feature 377399;cg16678467;CACNG3
feature 148023;cg20168709;NPM1
feature 57910;cg25413843;VAX2
feature 291379;cg12319507;FGF3
feature 303667;cg14415456;null
feature 279101;cg16014606;MRVI1
feature 205375;cg04694035;null
feature 197183;cg24681654;CCDC129
feature 426567;cg01863319;DAZAP1
feature 33351;cg01710351;SLAMF1
feature 389698;cg10227665;PIEZO1
feature 291406;cg21802682;null
feature 152137;cg23572376;FOXC1
feature 340560;cg25268718;PSME1
feature 123480;cg01189011;FHDC1
feature 479837;cg08800499;HDX
feature 393820;cg06618629;SPNS2
feature 184926;cg19643109;null
feature 475739;cg04535803;null
feature 160350;cg09423413;TRIM40
feature 311896;cg09765906;FLJ12825
feature 143967;cg18839750;PCDHGA2
feature 213601;cg16966315;null
feature 172651;cg09703004;GLTSCR1L
feature 266856;cg26101767;NRAP
feature 94829;cg09006015;CD200
feature 479850;cg05204037;APOOL
feature 184941;cg23898998;SLC22A3
feature 189037;cg24046689;null
feature 184946;cg15363979;SLC22A3
feature 242290;cg03149130;DIRAS2
feature 45684;cg17133045;AKT3
feature 471666;cg09177949;TTLL12
feature 356978;cg04326808;C15orf54
feature 98934;cg20566970;null
feature 242299;cg23447996;SYK
feature 467583;cg22997262;KIAA1671
feature 303742;cg26213458;ANO2
feature 78461;cg00585213;AGAP1
feature 45697;cg19712965;null
feature 238213;cg00886954;null
feature 90758;cg01368219;CACNA2D3
feature 393857;cg03835038;null
feature 291468;cg00845883;ANO1
feature 152203;cg19466906;GMDS
feature 250510;cg15039604;null
feature 373387;cg08446930;null
feature 238220;cg06029935;null
feature 283285;cg02674693;null
feature 242326;cg02703145;null
feature 426640;cg08958549;APC2
feature 320147;cg10281002;TBX5
feature 172698;cg16656493;PTCRA
feature 144026;cg15672768;PCDHGA4
feature 336541;cg07879681;null
feature 262812;cg25314624;CEP55
feature 53914;cg22389308;null
feature 393884;cg06046819;SMTNL2
feature 344729;cg16725974;SYNE2
feature 168605;cg23231727;COL11A2
feature 336538;cg05338434;null
feature 144039;cg03828328;PCDHGA4
feature 365218;cg25456849;ANKRD34C
feature 111275;cg22357679;SORCS2
feature 447147;cg18678067;ZNF836
feature 344746;cg10018167;SYNE2
feature 430761;cg17819420;null
feature 66225;cg07594658;null
feature 279222;cg14158968;GALNT18
feature 144049;cg02575448;PCDHGA4
feature 225975;cg03473890;null
feature 144056;cg22087053;PCDHGA4
feature 29372;cg03763518;C1orf54
feature 320184;cg14187844;null
feature 29379;cg11207983;CIART
feature 455362;ch.20.741059R;DSN1
feature 283341;cg08680146;SYT13
feature 33490;cg03166324;NECTIN4
feature 168657;cg21232625;COL11A2
feature 62165;cg02933362;RFX8
feature 226005;cg11912315;ANK1
feature 193236;cg05269678;FSCN1
feature 213723;cg25793051;null
feature 730;cg19237691;TNFRSF18
feature 283359;cg26290543;null
feature 111324;cg06252645;SORCS2
feature 246494;cg14335142;null
feature 377560;cg07976787;null
feature 336600;cg13726563;null
feature 316123;cg10255237;null
feature 369377;cg26155802;OR4F6
feature 414434;cg24677192;DNAH17
feature 201445;cg27573471;ZNF92
feature 13031;cg23931121;AHDC1
feature 107238;cg17265115;PCGF3
feature 479968;cg24381372;FAM133A
feature 168682;cg25381091;RXRB
feature 389868;cg06857845;GALNS
feature 303854;cg06599949;null
feature 185064;cg08424166;AGPAT4
feature 217836;cg19423622;PTPRN2
feature 33519;cg17788480;NIT1
feature 753;cg12759096;TNFRSF4
feature 266999;cg22923514;VWA2
feature 381683;cg03015433;MT3
feature 82679;cg18621852;FANCD2OS
feature 193269;cg18617808;RNF216
feature 262909;cg13361703;SLC35G1
feature 4862;cg20277740;NPHP4
feature 324356;cg05486606;RIMBP2
feature 267015;cg02465859;AFAP1L2
feature 271107;cg17892680;null
feature 410382;cg00588841;DDX42
feature 377611;cg04172166;null
feature 13071;cg02277710;AHDC1
feature 29455;cg16592453;TARS2
feature 168723;cg12836424;SLC39A7
feature 336663;cg25247122;null
feature 328470;cg22337132;RPL21
feature 86802;cg27550783;SS18L2
feature 135959;cg07613364;null
feature 144148;cg18507379;PCDHGA4
feature 418577;cg06483621;null
feature 312083;cg01213231;ITGA5
feature 451359;cg13965328;TMC2
feature 402204;cg01564268;ARHGAP23
feature 348953;cg08114373;RIN3
feature 70432;cg23429510;null
feature 127779;cg12833872;SLC9A3
feature 176928;cg15948124;GABRR2
feature 369446;cg01422009;MPG
feature 21283;cg08035234;null
feature 37670;cg15626828;PTPRC
feature 66342;cg20191959;null
feature 275235;cg25630794;BRSK2
feature 373549;cg04537050;null
feature 422702;cg15116677;MAPK4
feature 275246;cg15803845;BRSK2
feature 90925;cg04517960;ERC2
feature 181039;cg06393563;EYA4
feature 115502;cg02196651;LNX1
feature 328501;cg08008475;null
feature 299829;cg24174996;OR8B4
feature 291637;cg10405205;CTTN
feature 74547;cg05890855;null
feature 328497;cg13755630;null
feature 17207;cg03326699;null
feature 144187;cg27630202;PCDHGA4
feature 316222;cg01511234;null
feature 336703;cg18541254;null
feature 451389;cg26604605;SNORD57
feature 398136;cg16323498;ATPAF2
feature 332602;cg12581627;PCDH20
feature 471864;cg02687592;KIAA1644
feature 115521;cg14833626;null
feature 336708;cg03227021;null
feature 324423;cg03885975;null
feature 279360;cg27135113;MICALCL
feature 21317;cg13321661;PATJ
feature 480064;cg19547549;SRPX2
feature 422732;cg20227886;ME2
feature 144204;cg21928406;PCDHGA4
feature 131922;cg04832019;null
feature 54097;cg07694621;null
feature 238423;cg14185547;BOP1
feature 168791;cg19712979;HSD17B8
feature 54103;cg05370101;null
feature 66390;cg18969312;null
feature 136024;cg04720348;ARHGEF28
feature 410461;cg16885093;CSHL1
feature 303967;cg22036538;CD27
feature 209759;cg13363025;HYAL4
feature 234332;cg20807254;null
feature 254819;cg00520933;ZEB1
feature 373605;cg10256349;ZNF213
feature 291684;cg06699669;null
feature 136033;cg22771548;ARHGEF28
feature 398179;cg25826404;MYO15A
feature 58213;cg02646779;null
feature 181096;cg20871586;null
feature 144232;cg23244790;PCDHGA4
feature 435053;cg27377863;TPM4
feature 271208;cg25534226;JAKMIP3
feature 111469;cg24250820;AFAP1
feature 107373;cg13809270;null
feature 70511;cg04654153;null
feature 197488;cg13973813;BMPER
feature 136055;cg11185950;null
feature 324466;cg08110542;null
feature 467824;cg07499241;MIAT
feature 107385;cg07298104;GAK
feature 250747;cg17670436;null
feature 37753;cg00001583;NR5A2
feature 303997;cg13857086;VAMP1
feature 369532;cg10647513;HBA1
feature 291710;cg07190947;SHANK2
feature 54140;cg14706297;null
feature 185213;cg25724842;PACRG
feature 467846;cg00941836;null
feature 33665;cg01425967;PCP4L1
feature 226176;cg13880167;PLAT
feature 127874;cg21242232;null
feature 66438;cg14691596;ANKRD30BL
feature 476045;cg15074974;null
feature 33675;cg10896862;MPZ
feature 9099;cg27544000;ESPNP
feature 349067;cg10251973;ITPK1
feature 471944;cg16326073;PRR5
feature 291733;cg13280108;SHANK2
feature 390039;cg03704006;CBFA2T3
feature 41875;cg14201387;null
feature 336784;cg16907101;null
feature 340882;cg20911718;NYNRIN
feature 340888;cg08282145;NYNRIN
feature 328602;cg21851351;GSX1
feature 218019;cg07166333;null
feature 283559;cg13762257;null
feature 222112;cg04792712;MTMR7
feature 193441;cg18419175;USP42
feature 9125;cg10966582;MST1L
feature 431011;cg05782352;CTXN1
feature 443296;cg23661204;CD3EAP
feature 9127;cg04365481;MST1L
feature 205739;cg20266316;NPTX2
feature 218030;cg01868791;null
feature 414647;cg21840211;USP36
feature 189360;cg01287820;C7orf50
feature 295858;cg18170491;BIRC2
feature 471985;cg23944102;PHF21B
feature 467901;cg20364512;null
feature 230337;cg21164369;null
feature 250822;cg09206774;null
feature 263105;cg06282596;SORBS1
feature 185284;cg01639524;null
feature 37831;cg04912542;null
feature 426958;cg10640845;ONECUT3
feature 33736;cg27566812;null
feature 70603;cg14410016;HOXD9
feature 263112;cg11028075;SORBS1
feature 447435;cg27380043;null
feature 5070;cg03115470;CHD5
feature 304085;cg24853956;IFFO1
feature 33745;cg24422489;FCGR2A
feature 205778;cg11553793;TMEM130
feature 164819;cg15745385;NEU1
feature 82900;cg11417259;LINC00606
feature 21461;cg15617155;null
feature 443354;cg19419246;null
feature 418777;cg04099036;TBCD
feature 123870;cg03202738;NPY2R
feature 308192;cg00896347;null
feature 455651;cg14176575;BLCAP
feature 33766;cg24426536;null
feature 369646;cg05523267;AXIN1
feature 418794;cg11140875;TBCD
feature 295914;cg25478299;null
feature 103408;cg26865446;SOX2-OT
feature 58355;cg24803346;SFXN5
feature 41972;cg08942016;HHIPL2
feature 320497;cg18564075;MED13L
feature 349170;cg03535253;BTBD7
feature 99318;cg25503903;null
feature 324604;cg22882539;ADGRD1
feature 300028;cg02940147;ROBO3
feature 418814;cg17852482;TBCD
feature 144377;cg08278266;null
feature 87039;cg24315508;null
feature 197628;cg22051964;null
feature 373754;cg16748088;ZNF263
feature 29695;cg00178122;MLLT11
feature 406534;cg24803719;null
feature 336897;cg16188984;null
feature 345090;cg11005562;null
feature 484366;cg20765985;SLC6A8
feature 414732;cg05306745;TIMP2
feature 95242;cg10239988;ZBTB20
feature 148489;cg19580633;RPL26L1
feature 304136;cg09832244;LPAR5
feature 250892;cg06162279;KLF6
feature 99348;cg02930239;PRR23C
feature 406544;cg15250181;OSBPL7
feature 1051;cg11414742;MXRA8
feature 336935;cg03609024;null
feature 33828;cg18884942;FCRLA
feature 328736;cg07311313;CDX2
feature 406561;cg03708990;OSBPL7
feature 263213;cg18059256;null
feature 304168;cg00443163;ING4
feature 336939;cg23821359;null
feature 267316;cg05808225;HSPA12A
feature 316471;cg14375046;null
feature 242743;cg03828745;null
feature 377904;cg04962026;APOBR
feature 480317;cg16144476;NXF5
feature 246841;cg21241477;SURF1
feature 336954;cg25369070;null
feature 304196;cg16495940;null
feature 42048;cg12386336;null
feature 111682;cg05887630;null
feature 209984;cg22029189;null
feature 226378;cg20400718;FNTA
feature 300110;cg23156348;null
feature 332879;cg10234841;MZT1
feature 140361;cg05559381;null
feature 341065;cg16582779;FOXG1
feature 447563;cg22037408;ZNF677
feature 283733;cg07008193;CREB3L1
feature 353367;cg15421321;JAG2
feature 1106;cg19384072;CCNL2
feature 443477;cg19874095;EML2
feature 283731;cg20068058;CREB3L1
feature 386140;cg02597246;CMIP
feature 287833;cg02800396;SF1
feature 402520;cg15246989;PLXDC1
feature 132193;cg26647771;NPR3
feature 324706;cg15922513;ADGRD1
feature 312425;cg07679948;DGKA
feature 234606;cg04393391;FAM49B
feature 377963;cg18530748;SULT1A1
feature 431209;cg25925896;RAB11B
feature 214130;cg26385222;TMEM176B
feature 267377;cg19263868;SHTN1
feature 66680;cg03454425;null
feature 201849;cg26828601;null
feature 197758;cg05744395;null
feature 21635;cg08036553;null
feature 255114;cg20127733;null
feature 95370;cg04895854;null
feature 74890;cg05386769;TNS1
feature 468104;cg15383276;RASL10A
feature 1167;cg21837069;VWA1
feature 468118;cg23754382;RASL10A
feature 464021;cg13952914;AGPAT3
feature 365713;cg14265936;null
feature 472210;cg22343728;null
feature 431248;cg03804903;HNRNPM
feature 1180;cg09843049;VWA1
feature 107676;cg15769764;IDUA
feature 287897;cg06250751;CDC42BPG
feature 271515;cg11579421;PWWP2B
feature 328865;cg13031171;null
feature 144551;cg09883264;NDFIP1
feature 38054;cg03220671;LAD1
feature 312492;cg00026033;IKZF4
feature 42152;cg25138649;CAPN8
feature 185513;cg14230803;null
feature 357545;cg09091752;DNAJC17
feature 95407;cg15453392;null
feature 79022;cg09037813;LRRFIP1
feature 427191;cg06470424;CSNK1G2
feature 17588;cg12078033;TMEM125
feature 382142;cg26955845;ADGRG1
feature 222392;cg15123742;CSGALNACT1
feature 230590;cg18335796;CALB1
feature 451771;cg06023791;ADAM33
feature 423097;cg21357291;null
feature 369861;cg27444899;RAB11FIP3
feature 373956;cg01203113;DNASE1
feature 201920;cg24852135;AUTS2
feature 50371;cg08894534;GEN1
feature 283840;cg14888579;AMBRA1
feature 414915;cg03214622;RBFOX3
feature 197835;cg12284836;ANLN
feature 365775;cg09698655;AP3B2
feature 185549;cg13384212;null
feature 74958;cg24541021;null
feature 165074;cg07723114;EHMT2
feature 337109;cg18571045;TUBGCP3
feature 394454;cg26187005;WSCD1
feature 17617;cg03971454;TIE1
feature 304342;cg10124440;USP5
feature 320734;cg07050611;FBXW8
feature 201951;cg10063682;AUTS2
feature 255197;cg19017553;PARD3
feature 447705;cg25407227;ZNF331
feature 74977;cg22940954;RUFY4
feature 29924;cg21157873;CGN
feature 79081;cg21103250;RBM44
feature 95467;cg24037746;C3orf30
feature 443627;cg14017460;DMWD
feature 13549;cg19715410;OPRD1
feature 271595;cg17924283;null
feature 382197;cg04305427;KIFC3
feature 349429;cg09147827;SERPINA6
feature 242935;cg05176996;LINC00476
feature 169207;cg05318169;WDR46
feature 406783;cg13001893;SNX11
feature 357630;cg16836355;null
feature 468220;cg06955924;NF2
feature 21756;cg05780006;null
feature 386299;cg09765297;CDH13
feature 328964;cg15955521;MTUS2
feature 185600;cg22141696;null
feature 251136;cg20691436;CALML3
feature 464129;cg24327461;ICOSLG
feature 410893;cg16247184;CEP112
feature 54539;cg25104437;SIX3
feature 169231;cg21754746;WDR46
feature 435465;cg26249852;ANKLE1
feature 91408;cg02806675;null
feature 300307;cg17259265;HYLS1
feature 275742;cg19273253;MRPL23
feature 361755;cg24118197;IGDCC4
feature 447768;cg09318158;MIR1283-1
feature 50466;cg04391048;NT5C1B
feature 484645;cg27555176;null
feature 378144;cg03662014;RRN3P2
feature 374050;cg05557932;CREBBP
feature 275756;cg23314972;MRPL23
feature 300334;cg23727983;DDX25
feature 1325;cg18114463;TMEM240
feature 124208;cg04399899;RAPGEF2
feature 410932;cg00050312;PRKCA
feature 460081;cg21312383;null
feature 156981;cg23007898;null
feature 460092;cg06187750;null
feature 197948;cg11932205;NME8
feature 378170;cg02621030;null
feature 247105;cg13773148;BRD3
feature 460100;cg05378861;null
feature 230724;cg04350120;RUNX1T1
feature 144715;cg22184990;ARHGAP26
feature 95562;cg02942644;TIMMDC1
feature 443722;cg15621297;MYPOP
feature 75088;cg04880052;PNKD
feature 468306;cg13245431;HORMAD2
feature 30037;cg07112087;null
feature 230742;cg03760919;RUNX1T1
feature 398673;cg14033514;null
feature 333148;cg11747081;null
feature 140635;cg27323430;C5orf63
feature 42330;cg18137450;WDR26
feature 267615;cg20348858;EMX2
feature 54621;cg20881074;SIX2
feature 95583;cg17283447;ADPRH
feature 136541;cg02086801;OTP
feature 423257;cg07835051;RAX
feature 296293;cg19266910;ELMOD1
feature 304480;cg25719851;PTPN6
feature 288097;cg19917412;NAALADL1
feature 324963;cg03782130;SFSWAP
feature 324972;cg05646575;SFSWAP
feature 312684;cg23759554;ANKRD52
feature 218483;cg21856744;ERICH1
feature 365943;cg26429925;BNC1
feature 435568;cg08127348;GTPBP3
feature 431486;cg13703871;ZNF177
feature 484735;cg09229960;EMD
feature 54649;cg12503643;null
feature 304510;cg27534624;MIR141
feature 38270;cg06876972;LMOD1
feature 34174;cg24477315;PBX1
feature 62849;cg00910676;PLGLA
feature 132480;cg01021224;AGXT2
feature 116098;cg15924566;IGFBP7
feature 42372;cg07230107;CNIH3
feature 378243;cg26639730;null
feature 79238;cg27213226;KLHL30
